1610569604759,15:26:44,ModuleUserChange,NoModule
1610569604777,15:26:44,AnimationPauseTimeUserChange,2
1610569605886,15:26:45,GraderSettingsDisplayed
1610569605886,15:26:45,GraderSettingsStarted,NoModule,null,^,$,Automatic and then manual,Grading Status,All
